sample_id,item_id,cloud_pct,num_water_pixels,days_before_sample,visual_href
2b17dee80bebe6caa086558266de8735,S2B_MSIL2A_20211224T051219_R019_T43PGQ_20211224T210106,0.03096410978184377,11836.0,9,https://sentinel2l2a01.blob.core.windows.net/sentinel2-l2/43/P/GQ/2021/12/24/S2B_MSIL2A_20211224T051219_N0300_R019_T43PGQ_20211224T210106.SAFE/GRANULE/L2A_T43PGQ_A025070_20211224T051734/IMG_DATA/R10m/T43PGQ_20211224T051219_TCI_10m.tif
69a55ef867ebf76f2e7577033316e2ca,S2B_MSIL2A_20221009T053729_R005_T43SER_20221009T164755,0.0,163620.0,1,https://sentinel2l2a01.blob.core.windows.net/sentinel2-l2/43/S/ER/2022/10/09/S2B_MSIL2A_20221009T053729_N0400_R005_T43SER_20221009T164755.SAFE/GRANULE/L2A_T43SER_A029203_20221009T054724/IMG_DATA/R10m/T43SER_20221009T053729_TCI_10m.tif
9d1185020aa08222bec3c5e65a0c9d08,S2A_MSIL2A_20230103T051221_R019_T43PGQ_20230103T143257,0.03394889465893373,1799.0,3,https://sentinel2l2a01.blob.core.windows.net/sentinel2-l2/43/P/GQ/2023/01/03/S2A_MSIL2A_20230103T051221_N0400_R019_T43PGQ_20230103T143257.SAFE/GRANULE/L2A_T43PGQ_A039341_20230103T052338/IMG_DATA/R10m/T43PGQ_20230103T051221_TCI_10m.tif
af4e41957b64bac6c548655cbd626412,S2A_MSIL2A_20220528T050701_R019_T43PGQ_20220529T014107,0.0028149190710767065,2226.0,6,https://sentinel2l2a01.blob.core.windows.net/sentinel2-l2/43/P/GQ/2022/05/28/S2A_MSIL2A_20220528T050701_N0400_R019_T43PGQ_20220529T014107.SAFE/GRANULE/L2A_T43PGQ_A036195_20220528T051702/IMG_DATA/R10m/T43PGQ_20220528T050701_TCI_10m.tif
